taxonName,subtype,geographyName,geographyIso2,eventDescription,eventStartDate,hostName,taxonRank,caseCount,deathCount
"""H5N1 subtype""","""H5N1""","""Beswick""","""GB""","""A commercial duck rearing farm of 19,200 birds. Mortality increased and clinical signs reported. Official samples were H5N1 HPAI positive. ""","""2022-10-15""","""Aves""","""Aves""",2665,422
"""H5N1 subtype""","""H5N1""","""Cranwich""","""GB""","""A commercial broiler chicken farm with 451000 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-16""","""Aves""","""Aves""",820,189
"""H5N1 subtype""","""H5N1""","""Sneath Common""","""GB""","""A commercial duck rearing unit with 8176 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-16""","""Aves""","""Aves""",27,26
"""H5N1 subtype""","""H5N1""","""Rockland All Saints""","""GB""","""A commercial flock of 17,900 broiler breeders. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-18""","""Aves""","""Aves""",2660,900
"""H5N1 subtype""","""H5N1""","""Weston Longville""","""GB""","""A commercial flock of 140.000 turkeys. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-14""","""Aves""","""Aves""",9335,1545
"""H5N1 subtype""","""H5N1""","""Ubbeston""","""GB""","""A commercial turkey fattening unit of 18,924 birds. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-18""","""Aves""","""Aves""",1773,671
"""H5N1 subtype""","""H5N1""","""Balkholme""","""GB""","""A commercial duck flock of 8243 birds. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-13""","""Aves""","""Aves""",4258,258
"""H5N1 subtype""","""H5N1""","""Cawston""","""GB""","""A commercial turkey flock of 80747 birds. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-20""","""Aves""","""Aves""",105,85
"""H5N1 subtype""","""H5N1""","""Tattershall Thorpe""","""GB""","""NA""","""2022-10-17""","""Aves""","""Aves""",1100,500
"""H5N1 subtype""","""H5N1""","""Wendling""","""GB""","""A commercial turkey fattening unit of 114,000 birds. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-10-20""","""Aves""","""Aves""",3046,290
"""H5N1 subtype""","""H5N1""","""Little Hoole Moss Houses""","""GB""","""A commercial chicken premises of 35800 birds. Mortality increased and clinical signs reported. Official samples were H5N1 HPAI positive.
“The administrative divisions are generated from the spatial and administrative data available at GADM repository (2020 version) (https://gadm.org/index.html), however this outbreak is wrongly indicated to occur in Suffolk Coastal. The correct second administration for this outbreak is East Suffolk”.""","""2022-10-13""","""Aves""","""Aves""",4430,2953
"""H5N1 subtype""","""H5N1""","""Attlebridge""","""GB""","""A commercial broiler breeder farm with 32000 birds. Clinical signs and increased mortality reported. Official samples were H5N1 HPAI positive ""","""2022-10-19""","""Aves""","""Aves""",970,670
"""H5N1 subtype""","""H5N1""","""Cranworth""","""GB""","""Commercial farm with 15023 turkeys. Clinical signs and increased mortality reported. Official samples were H5N1 HPAI positive""","""2022-10-19""","""Aves""","""Aves""",21,21
"""H5N1 subtype""","""H5N1""","""Methwold Hythe""","""GB""","""A boiler breeder premises with 72000 birds. Clinical signs and increased mortality reported. Official samples were H5N1 HPAI positive ""","""2022-10-19""","""Aves""","""Aves""",1091,947
"""H5N1 subtype""","""H5N1""","""St William of York Roman Catholic Church""","""GB""","""Flock of 5,000 layers showed clinical signs and increased mortality. Official samples were H5N1 HPAI positive ""","""2022-10-18""","""Aves""","""Aves""",500,313
"""H5N1 subtype""","""H5N1""","""Week""","""GB""","""Backyard flock of 15 geese and 6 chickens were showing clinical signs and increased mortality. Official samples were H5N1 HPAI positive ""","""2022-10-20""","""Aves""","""Aves""",6,4
"""H5N1 subtype""","""H5N1""","""Aldham""","""GB""","""A commercial broiler breeder farm with 29500 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-10""","""Aves""","""Aves""",6101,5601
"""H5N1 subtype""","""H5N1""","""Ickburgh""","""GB""","""A commercial duck grower farm with 32000 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-10""","""Aves""","""Aves""",4300,4100
"""H5N1 subtype""","""H5N1""","""Deopham""","""GB""","""A commercial chicken rearing unit of 46800 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-11""","""Aves""","""Aves""",32,27
"""H5N1 subtype""","""H5N1""","""Little Ellingham""","""GB""","""A commercial free-range chicken flock of 78000 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-08""","""Aves""","""Aves""",1011,396
"""H5N1 subtype""","""H5N1""","""Hockering""","""GB""","""A commercial broiler breeder unit with 38000 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-10""","""Aves""","""Aves""",380,300
"""H5N1 subtype""","""H5N1""","""Rhosyr""","""GB""","""A mixed backyard free-range flock of 76 birds (17 turkeys, 34 chickens, 21 ducks and 4 geese). Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-12""","""Aves""","""Aves""",7,3
"""H5N1 subtype""","""H5N1""","""Barking""","""GB""","""A mixed flock  supplier of ornamental bird species with 5000 birds. Increased mortality and clinal signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-12""","""Aves""","""Aves""",788,188
"""H5N1 subtype""","""H5N1""","""Wymondham""","""GB""","""A commercial turkey flock with 22860 birds. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-13""","""Aves""","""Aves""",10861,493
"""H5N1 subtype""","""H5N1""","""Burnt Fen""","""GB""","""A commercial turkey flock with 5928 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-10""","""Aves""","""Aves""",4924,348
"""H5N1 subtype""","""H5N1""","""Checkley""","""GB""","""A game bird rearing flock with 90,000 birds. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive 

The administrative divisions are generated from the spatial and administrative data available at GADM repository (2020 version) (https://gadm.org/index.html), however this outbreak is wrongly indicated to occur in Shropshire. The correct second administration for this outbreak is East Cheshire and third administration is Cheshire.""","""2022-10-11""","""Aves""","""Aves""",2560,1600
"""H5N1 subtype""","""H5N1""","""Foulden""","""GB""","""A commercial free-range geese flock with 13,000 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-09-26""","""Aves""","""Aves""",1551,277
"""H5N1 subtype""","""H5N1""","""Coggeshall""","""GB""","""A mixed commercial free-range poultry flock of 5,500 turkeys and 1,800 geese. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-03""","""Aves""","""Aves""",604,337
"""H5N1 subtype""","""H5N1""","""Little Ellingham""","""GB""","""A commercial flock of 37,460 fattening ducks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-04""","""Aves""","""Aves""",9146,559
"""H5N1 subtype""","""H5N1""","""Mundon""","""GB""","""Commercial flock of 9500 free range fattening turkeys. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-05""","""Aves""","""Aves""",3800,2000
"""H5N1 subtype""","""H5N1""","""Great Ellingham""","""GB""","""Commercial duck fattening farm with a total of 95,060 ducks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-04""","""Aves""","""Aves""",3040,1432
"""H5N1 subtype""","""H5N1""","""Ickburgh""","""GB""","""A commercial duck fattening unit with 65,679 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-06""","""Aves""","""Aves""",1526,1526
"""H5N1 subtype""","""H5N1""","""Hockham""","""GB""","""A commercial turkey fattening unit of 27,319 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-07""","""Aves""","""Aves""",3088,88
"""H5N1 subtype""","""H5N1""","""Briston""","""GB""","""A commercial turkey fattening farm with 90,000 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-07""","""Aves""","""Aves""",189,188
"""H5N1 subtype""","""H5N1""","""Setchey""","""GB""","""A commercial turkey fattening unit of 33295 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-08""","""Aves""","""Aves""",1747,1109
"""H5N1 subtype""","""H5N1""","""Norfolk""","""GB""","""A free-range turkey fattening unit of 13400 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-06""","""Aves""","""Aves""",4240,422
"""H5N1 subtype""","""H5N1""","""Old Buckenham""","""GB""","""A commercial turkey fattening unit of 5111 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-08""","""Aves""","""Aves""",54,24
"""H5N1 subtype""","""H5N1""","""Great Ellingham""","""GB""","""A free-range flock of 16000 laying hens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-08""","""Aves""","""Aves""",4000,3000
"""H5N1 subtype""","""H5N1""","""South Rauceby""","""GB""","""A commercial turkey farm of 41908 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-09""","""Aves""","""Aves""",2463,596
"""H5N1 subtype""","""H5N1""","""Breaclete""","""GB""","""A commercial flock of 351 free-range laying hens and 8 guinea fowl. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-07""","""Aves""","""Aves""",345,280
"""H5N1 subtype""","""H5N1""","""Deopham""","""GB""","""A commercial turkey fattening unit of 12,993 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-06""","""Aves""","""Aves""",259,177
"""H5N1 subtype""","""H5N1""","""Rockland All Saints""","""GB""","""A duck laying flock of 8644 ducks. Official samples were H5N1 HPAI positive ""","""2022-09-29""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Stow Bedon""","""GB""","""A free-range flock of 11,000 turkeys and 2,500 geese. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-09-25""","""Aves""","""Aves""",2025,850
"""H5N1 subtype""","""H5N1""","""Stoke-by-Nayland""","""GB""","""A mixed free-range flock of chickens, guinea fowl, geese, ducks and turkeys with 172 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-09-30""","""Aves""","""Aves""",38,22
"""H5N1 subtype""","""H5N1""","""Great Coxwell""","""GB""","""A free-range flock of geese with 120 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-09-29""","""Aves""","""Aves""",90,70
"""H5N1 subtype""","""H5N1""","""Harling""","""GB""","""A free-range broiler chicken flock of 14440 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-09-30""","""Aves""","""Aves""",104,50
"""H5N1 subtype""","""H5N1""","""Broadmayne""","""GB""","""A backyard flock of 19 geese . Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-11-26""","""Aves""","""Aves""",19,3
"""H5N1 subtype""","""H5N1""","""Highclere""","""GB""","""A collection of ten falcons, each housed separately. One falcon only showed clinical signs and official samples were H5N1 HPAI positive ""","""2022-12-02""","""Aves""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Marwell Zoo""","""GB""","""A group of 15 penguins in a zoo. Kept in their own enclosures.  Sudden mortality, some penguins reported as lethargic with official samples H5N1 HPAI positive. ""","""2022-12-04""","""Aves""","""Aves""",8,4
"""H5N1 subtype""","""H5N1""","""Eyton""","""GB""","""Backyard flock of 15 pet geese. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2023-01-06""","""Aves""","""Aves""",13,2
"""H5N1 subtype""","""H5N1""","""Ashford Castle""","""GB""","""Backyard flock of 13 chickens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2023-01-13""","""Aves""","""Aves""",5,4
"""H5N1 subtype""","""H5N1""","""Ringstead""","""GB""","""A backyard flock of 5 chickens and 3 ducks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2023-04-24""","""Aves""","""Aves""",5,3
"""H5N1 subtype""","""H5N1""","""Rankeilour""","""GB""","""Mixed backyard flock of 23 ducks and 12 geese. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-12-21""","""Aves""","""Aves""",5,3
"""H5N1 subtype""","""H5N1""","""Wentnor""","""GB""","""Small backyard flock of 5 chickens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-12-17""","""Aves""","""Aves""",5,4
"""H5N1 subtype""","""H5N1""","""New Ellerby""","""GB""","""Small backyard flock with 8 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-12-23""","""Aves""","""Aves""",5,1
"""H5N1 subtype""","""H5N1""","""Caer Siac Motte""","""GB""","""Backyard flock of 49 chickens, ducks and geese. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2023-02-02""","""Aves""","""Aves""",11,10
"""H5N1 subtype""","""H5N1""","""Hilton""","""GB""","""Mixed backyard flock of 29 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2023-02-04""","""Aves""","""Aves""",6,5
"""H5N1 subtype""","""H5N1""","""Tregynon""","""GB""","""Mixed backyard flock of 23 hens, 24 ducks and 5 geese. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2023-02-08""","""Aves""","""Aves""",10,8
"""H5N1 subtype""","""H5N1""","""River Teith""","""GB""","""Small backyard flock of 7 chickens. Increased mortality reported. Official samples were H5N1 HPAI positive""","""2023-02-12""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Great Ormside""","""GB""","""Backyard flock of 10 chickens and 6 ducks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive.""","""2023-02-15""","""Aves""","""Aves""",9,8
"""H5N1 subtype""","""H5N1""","""Clackmannan""","""GB""","""A back garden aviary with two Harris Hawks and three cockatiels. Increased mortality reported. Official samples were H5N1 HPAI positive.""","""2023-01-22""","""Aves""","""Aves""",3,2
"""H5N1 subtype""","""H5N1""","""Grantown on Spey""","""GB""","""Backyard flock of 14 chickens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive. ""","""2023-01-17""","""Aves""","""Aves""",8,6
"""H5N1 subtype""","""H5N1""","""Nigg""","""GB""","""Mixed backyard flock of 68 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive. ""","""2023-01-14""","""Aves""","""Aves""",16,14
"""H5N1 subtype""","""H5N1""","""Thunderfield Castle""","""GB""","""Small backyard flock of 14 chickens and 4 ducks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-12-16""","""Aves""","""Aves""",12,11
"""H5N1 subtype""","""H5N1""","""Burn of Mosset""","""GB""","""A backyard flock of 8 chickens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-12-06""","""Aves""","""Aves""",7,7
"""H5N1 subtype""","""H5N1""","""Priors Hardwick""","""GB""","""Backyard flock of 3 chickens, 2 ducks and 2 turkeys. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-11-16""","""Aves""","""Aves""",5,5
"""H5N1 subtype""","""H5N1""","""Hale""","""GB""","""Mixed small backyard flock of 10 chickens and 6 ducks.  Clinical signs and increased mortality reported. Official samples were H5N1 HPAI positive ""","""2022-11-05""","""Aves""","""Aves""",7,3
"""H5N1 subtype""","""H5N1""","""Hale""","""GB""","""Backyard flock of 7 ducks. Clinical signs reported. Official samples were H5N1 HPAI positive. ""","""2022-11-02""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Arundel & District Hospital""","""GB""","""Backyard flock of 83 birds in total: 56 chickens, 13 ducks, 9 geese and 5 turkeys. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive.""","""2022-11-13""","""Aves""","""Aves""",9,5
"""H5N1 subtype""","""H5N1""","""St Bernadette Roman Catholic Church""","""GB""","""Backyard flock of 55 chickens, 10 geese and 4 ducks. Clinical signs and increased mortality observed. Official samples were H5N1 HPAI positive.""","""2022-10-28""","""Aves""","""Aves""",4,4
"""H5N1 subtype""","""H5N1""","""Walcott""","""GB""","""A mixed backyard flock of geese, ducks, pheasants and chickens with 56 birds in total. Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-11-04""","""Aves""","""Aves""",3,2
"""H5N1 subtype""","""H5N1""","""Dobs Hill""","""GB""","""Mixed backyard flock of chickens, guinea fowl and geese, with 15 birds in total. Clinical signs and increased mortality reported.  Official samples were H5N1 HPAI positive""","""2022-11-05""","""Aves""","""Aves""",5,4
"""H5N1 subtype""","""H5N1""","""March Railway Station""","""GB""","""Mixed backyard flock of 25 chickens, 8 ducks, 2 geese and 1 turkey. Clinical signs and increased mortality reported. Official samples were H5N1 HPAI positive""","""2022-10-28""","""Aves""","""Aves""",15,14
"""H5N1 subtype""","""H5N1""","""Much Hoole""","""GB""","""Backyard flock of 6 Indian runner ducks. Clinical signs observed. Official samples were H5N1 HPAI positive""","""2022-10-22""","""Aves""","""Aves""",3,0
"""H5N1 subtype""","""H5N1""","""Skerries of Lakequoy""","""GB""","""A backyard flock of 5 chickens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-10""","""Aves""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Leigh Castle Green""","""GB""","""A backyard flock of 5 chickens and 5 ducks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-03""","""Aves""","""Aves""",5,4
"""H5N1 subtype""","""H5N1""","""River Thet""","""GB""","""A mixed backyard flock of 27 birds (13 chickens, 4 ducks and 10 geese). Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-11""","""Aves""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Thursford""","""GB""","""A mixed backyard flock of 56 birds (47 chickens, 8 ducks and 1 goose). Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-11""","""Aves""","""Aves""",4,1
"""H5N1 subtype""","""H5N1""","""Llaneilian""","""GB""","""A mixed backyard free-range flock of 25 birds (16 chickens, 8 geese and 1 duck). Increased mortality and clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-20""","""Aves""","""Aves""",8,6
"""H5N1 subtype""","""H5N1""","""Durnford""","""GB""","""Backyard flock of 51 chickens. Clinical signs and increased mortality reported Official samples were H5N1 HPAI positive ""","""2022-10-13""","""Aves""","""Aves""",25,22
"""H5N1 subtype""","""H5N1""","""Beckington""","""GB""","""A mixed free-range flock with chickens, ducks, geese, guinea fowl and peacocks. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-03""","""Aves""","""Aves""",22,18
"""H5N1 subtype""","""H5N1""","""Endon and Stanley""","""GB""","""Backyard pet flock of free-range mixed chicken breeds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-09-27""","""Aves""","""Aves""",10,10
"""H5N1 subtype""","""H5N1""","""Hawstead Green""","""GB""","""A small backyard pet flock of free-range laying hens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-05""","""Aves""","""Aves""",4,4
"""H5N1 subtype""","""H5N1""","""Little Totham""","""GB""","""Ornamental mixed bird collection with 233 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-05""","""Aves""","""Aves""",11,5
"""H5N1 subtype""","""H5N1""","""WWT Martin Mere""","""GB""","""Wildfowl and captive bird centre with a captive collection of around 200 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-09-25""","""Aves""","""Aves""",15,14
"""H5N1 subtype""","""H5N1""","""Oxborough""","""GB""","""A mixed ornamental flock of 136 birds. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-07""","""Aves""","""Aves""",15,5
"""H5N1 subtype""","""H5N1""","""Soham""","""GB""","""A mixed backyard flock of 38 chickens, 17 ducks and 1 goose. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-10-04""","""Aves""","""Aves""",56,22
"""H5N1 subtype""","""H5N1""","""Treales, Roseacre and Wharles""","""GB""","""A backyard flock of 12 chickens. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-05""","""Aves""","""Aves""",5,4
"""H5N1 subtype""","""H5N1""","""White Notley""","""GB""","""A backyard flock of chickens and geese with 35 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-10-08""","""Aves""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Great Livermere""","""GB""","""A mixed backyard flock of chickens, ducks and geese with 36 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive ""","""2022-09-26""","""Aves""","""Aves""",11,7
"""H5N1 subtype""","""H5N1""","""Miles Green""","""GB""","""A mixed backyard flock of chickens, geese, and ducks, with 21 birds in total. Increased mortality and other clinical signs reported. Official samples were H5N1 HPAI positive""","""2022-09-27""","""Aves""","""Aves""",7,5
"""H5N1 subtype""","""H5N1""","""Commune de Tadjenanet""","""DZ""","""NA""","""2022-11-20""","""Aves""","""Aves""",1000,200
"""H5N1 subtype""","""H5N1""","""Mechta Ouled Bou Aziz""","""DZ""","""NA""","""2022-11-21""","""Aves""","""Aves""",1500,1500
"""H5N1 subtype""","""H5N1""","""Mechta Ouled Mehenni""","""DZ""","""NA""","""2022-11-22""","""Aves""","""Aves""",14400,14400
"""H5N1 subtype""","""H5N1""","""Oued el Makdour""","""DZ""","""NA""","""2022-09-24""","""Aves""","""Aves""",37500,35800
"""H5N1 subtype""","""H5N1""","""Moese""","""DE""","""laying hens""","""2023-02-17""","""Aves""","""Aves""",324,264
"""H5N1 subtype""","""H5N1""","""Neulouisendorf""","""DE""","""NA""","""2022-12-10""","""Aves""","""Aves""",117,3
"""H5N1 subtype""","""H5N1""","""Natzungen""","""DE""","""NA""","""2022-12-16""","""Aves""","""Aves""",5545,5545
"""H5N1 subtype""","""H5N1""","""Rothekuhle""","""DE""","""laying hens (60), geese for breeding (30), ducks for breeding (45)""","""2022-11-29""","""Aves""","""Aves""",31,8
"""H5N1 subtype""","""H5N1""","""Osthus""","""DE""","""ducks for breeding (121), geese for breeding (4), laying hens (29)""","""2022-11-29""","""Aves""","""Aves""",42,0
"""H5N1 subtype""","""H5N1""","""Rothekuhle""","""DE""","""laying hens (60), geese for breeding (30), ducks for breeding (45)""","""2022-11-29""","""Aves""","""Aves""",11,1
"""H5N1 subtype""","""H5N1""","""Schirl""","""DE""","""NA""","""2022-11-24""","""Aves""","""Aves""",1037,437
"""H5N1 subtype""","""H5N1""","""Aspel""","""DE""","""turkeys for breeding""","""2022-10-31""","""Aves""","""Aves""",6865,365
"""H5N1 subtype""","""H5N1""","""Oberort""","""DE""","""geese (14), ducks (10), chicken (48), turkeys (3), other poultry (15), 
captive birds (20)""","""2022-10-14""","""Aves""","""Aves""",13,13
"""H5N1 subtype""","""H5N1""","""Großeschallau""","""DE""","""chicken for breeding (139), geese for breeding (36), ducks for breeding (96)""","""2022-10-17""","""Aves""","""Aves""",17,3
"""H5N1 subtype""","""H5N1""","""Klasvorbeck""","""DE""","""chicken for breeding (6000), geese for fattening (1200), ducks for fattening (1800)""","""2022-10-19""","""Aves""","""Aves""",45,45
"""H5N1 subtype""","""H5N1""","""Asholt""","""DE""","""ducks for fattening (5860), geese for fattening (2872)""","""2022-10-24""","""Aves""","""Aves""",43,8
"""H5N1 subtype""","""H5N1""","""Hasbach""","""DE""","""Birds (314): 
chicken for breeding (213), ducks for breeding (35), pigeon for breeding (21), phesant for breeding (35), quail for breeding (10)""","""2022-10-28""","""Aves""","""Aves""",20,0
"""H5N1 subtype""","""H5N1""","""Frenz""","""DE""","""ducks for fattening (1619), ducks for breeding (1181), geese for breeding (518), laying hens (4937), broiler chicken (325)""","""2022-10-14""","""Aves""","""Aves""",88,13
"""H5N1 subtype""","""H5N1""","""Kirchhellen""","""DE""","""laying hens (62), geese (56), broiler chicken (20), ducks for breeding (97), turkeys for breeding (5)""","""2022-10-01""","""Aves""","""Aves""",11,11
"""H5N1 subtype""","""H5N1""","""Hotel Purlilium""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a backyard farm""","""2022-11-03""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Squarzanella""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of fattening turkeys""","""2022-12-04""","""Aves""","""Aves""",21538,776
"""H5N1 subtype""","""H5N1""","""Zai Santa Maria""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of of guinea fowl""","""2022-11-29""","""Aves""","""Aves""",96,86
"""H5N1 subtype""","""H5N1""","""Zai Santa Maria""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of of guinea fowl""","""2022-11-30""","""Aves""","""Aves""",96,86
"""H5N1 subtype""","""H5N1""","""Compagnia Teatrale I Gotturni""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of fattening turkeys""","""2022-12-22""","""Aves""","""Aves""",57,57
"""H5N1 subtype""","""H5N1""","""Nogarole Rocca""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of fattening turkeys""","""2022-11-08""","""Aves""","""Aves""",178,168
"""H5N1 subtype""","""H5N1""","""Nogarole Rocca""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of fattening turkeys""","""2022-11-09""","""Aves""","""Aves""",178,168
"""H5N1 subtype""","""H5N1""","""Cendon""","""IT""","""NA""","""2022-09-22""","""Aves""","""Aves""",23,43
"""H5N1 subtype""","""H5N1""","""Cendon""","""IT""","""NA""","""2022-09-21""","""Aves""","""Aves""",23,43
"""H5N1 subtype""","""H5N1""","""Arzerin I""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of fattening turkeys""","""2022-11-02""","""Aves""","""Aves""","""NA""",53
"""H5N1 subtype""","""H5N1""","""Motta""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a commercial farm of fattening turkeys""","""2022-11-04""","""Aves""","""Aves""","""NA""",140
"""H5N1 subtype""","""H5N1""","""San Zavedro""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a breeding poultry farm""","""2022-10-31""","""Aves""","""Aves""",47923,11538
"""H5N1 subtype""","""H5N1""","""Hotel Purlilium""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a backyard farm""","""2022-11-03""","""Aves""","""Aves""","""NA""",5
"""H5N1 subtype""","""H5N1""","""Lavaio""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a backyard farm""","""2022-11-04""","""Aves""","""Aves""","""NA""",5
"""H5N1 subtype""","""H5N1""","""Case Tardivo""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - has been detected in a backyard farm""","""2022-11-04""","""Aves""","""Aves""","""NA""",5
"""H5N1 subtype""","""H5N1""","""Fair Play""","""IT""","""The highly pathogenic avian influenza virus (HPAI), subtype H5N1 - was detected in a multispecies farm""","""2022-11-04""","""Aves""","""Aves""","""NA""",7
