data,yearMonth,geo,species,flu,monthlyCases
"""WAHIS""","""2009-11""","""Sihuaijucun""","""Canis lupus familiaris""","""Influenza A virus""",4
"""WAHIS""","""2009-11""","""Vesle Hvam""","""Sus scrofa""","""Influenza A virus""",4
"""WAHIS""","""2009-11""","""Huken""","""Sus scrofa""","""Influenza A virus""",4
"""FluNet""","""2009-11""","""Singapore""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-11""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-11""","""Greece""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-11""","""Finland""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-11""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""Philippines""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""Brazil""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""Uganda""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""Paraguay""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-11""","""Niger""","""Homo sapiens""","""Influenza A virus""",1
"""WAHIS""","""2009-11""","""Governors Mansion""","""Aves""","""Influenza A virus""",0
"""WAHIS""","""2009-11""","""Castlederg""","""Sus scrofa""","""Influenza A virus""",0
"""WAHIS""","""2009-12""","""Wood Dalling""","""Sus scrofa""","""Influenza A virus""",8992
"""FluNet""","""2009-12""","""China""","""Homo sapiens""","""Influenza A virus""",1267
"""WAHIS""","""2009-12""","""Dereham""","""Sus scrofa""","""Influenza A virus""",696
"""WAHIS""","""2009-12""","""Songam""","""Sus scrofa""","""Influenza A virus""",336
"""FluNet""","""2009-12""","""France""","""Homo sapiens""","""Influenza A virus""",308
"""FluNet""","""2009-12""","""Algeria""","""Homo sapiens""","""Influenza A virus""",146
"""WAHIS""","""2009-12""","""Hyŏnggok-ch’odŭnghakkyo""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Samgaksan""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Icheondaeri""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Suigan-san""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Paema-ri""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Bakdalsan""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Yonghori""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Onsugol-chi""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Nullocheongyo""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Paengnyŏn""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Sŏkhyŏn""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""An’gip’ŭn-gol""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Wŏrhŭng-ni""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Wŏnsedong""","""Sus scrofa""","""Influenza A virus""",136
"""WAHIS""","""2009-12""","""Ban Tham Nam Phu""","""Sus scrofa""","""Influenza A virus""",136
"""FluNet""","""2009-12""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",128
"""WAHIS""","""2009-12""","""Salgae""","""Sus scrofa""","""Influenza A virus""",120
"""FluNet""","""2009-12""","""Mexico""","""Homo sapiens""","""Influenza A virus""",116
"""FluNet""","""2009-12""","""Lithuania""","""Homo sapiens""","""Influenza A virus""",103
"""FluNet""","""2009-12""","""Norway""","""Homo sapiens""","""Influenza A virus""",70
"""WAHIS""","""2009-12""","""Samgŏri""","""Sus scrofa""","""Influenza A virus""",68
"""FluNet""","""2009-12""","""Canada""","""Homo sapiens""","""Influenza A virus""",57
"""FluNet""","""2009-12""","""Egypt""","""Homo sapiens""","""Influenza A virus""",52
"""FluNet""","""2009-12""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",47
"""FluNet""","""2009-12""","""Estonia""","""Homo sapiens""","""Influenza A virus""",47
"""FluNet""","""2009-12""","""Poland""","""Homo sapiens""","""Influenza A virus""",43
"""FluNet""","""2009-12""","""Portugal""","""Homo sapiens""","""Influenza A virus""",36
"""FluNet""","""2009-12""","""Czechia""","""Homo sapiens""","""Influenza A virus""",34
"""FluNet""","""2009-12""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",33
"""FluNet""","""2009-12""","""Latvia""","""Homo sapiens""","""Influenza A virus""",32
"""WAHIS""","""2009-12""","""Bongseonggyo""","""Sus scrofa""","""Influenza A virus""",24
"""FluNet""","""2009-12""","""Hungary""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2009-12""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",22
"""FluNet""","""2009-12""","""Afghanistan""","""Homo sapiens""","""Influenza A virus""",18
"""WAHIS""","""2009-12""","""Stazione Palermo Lolli""","""Sus scrofa""","""Influenza A virus""",18
"""FluNet""","""2009-12""","""Spain""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2009-12""","""Cuba""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-12""","""Kenya""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-12""","""Israel""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2009-12""","""Ghana""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2009-12""","""Italy""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2009-12""","""Honduras""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2009-12""","""Turkey""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2009-12""","""Argentina""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-12""","""Niger""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-12""","""Guadeloupe""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-12""","""Colombia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-12""","""Belgium""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-12""","""Sweden""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-12""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-12""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-12""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-12""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-12""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-12""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""South Africa""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Kyrgyzstan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Finland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Thailand""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Sudan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Chile""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-12""","""Australia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-2""","""Canada""","""Homo sapiens""","""Influenza A virus""",1849
"""FluNet""","""2009-2""","""China""","""Homo sapiens""","""Influenza A virus""",1534
"""FluNet""","""2009-2""","""Japan""","""Homo sapiens""","""Influenza A virus""",1117
"""FluNet""","""2009-2""","""Sweden""","""Homo sapiens""","""Influenza A virus""",667
"""FluNet""","""2009-2""","""Norway""","""Homo sapiens""","""Influenza A virus""",462
"""FluNet""","""2009-2""","""France""","""Homo sapiens""","""Influenza A virus""",340
"""FluNet""","""2009-2""","""Germany""","""Homo sapiens""","""Influenza A virus""",303
"""FluNet""","""2009-2""","""Mexico""","""Homo sapiens""","""Influenza A virus""",280
"""FluNet""","""2009-2""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",246
"""FluNet""","""2009-2""","""Mongolia""","""Homo sapiens""","""Influenza A virus""",183
"""FluNet""","""2009-2""","""Italy""","""Homo sapiens""","""Influenza A virus""",168
"""FluNet""","""2009-2""","""Latvia""","""Homo sapiens""","""Influenza A virus""",139
"""FluNet""","""2009-2""","""Denmark""","""Homo sapiens""","""Influenza A virus""",135
"""FluNet""","""2009-2""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",131
"""FluNet""","""2009-2""","""Belgium""","""Homo sapiens""","""Influenza A virus""",118
"""FluNet""","""2009-2""","""Estonia""","""Homo sapiens""","""Influenza A virus""",117
"""FluNet""","""2009-2""","""Belarus""","""Homo sapiens""","""Influenza A virus""",100
"""FluNet""","""2009-2""","""Israel""","""Homo sapiens""","""Influenza A virus""",97
"""FluNet""","""2009-2""","""Croatia""","""Homo sapiens""","""Influenza A virus""",92
"""FluNet""","""2009-2""","""Greece""","""Homo sapiens""","""Influenza A virus""",79
"""FluNet""","""2009-2""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",64
"""FluNet""","""2009-2""","""Philippines""","""Homo sapiens""","""Influenza A virus""",59
"""FluNet""","""2009-2""","""Finland""","""Homo sapiens""","""Influenza A virus""",54
"""FluNet""","""2009-2""","""Romania""","""Homo sapiens""","""Influenza A virus""",48
"""FluNet""","""2009-2""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",44
"""FluNet""","""2009-2""","""Thailand""","""Homo sapiens""","""Influenza A virus""",37
"""FluNet""","""2009-2""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",36
"""FluNet""","""2009-2""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",35
"""FluNet""","""2009-2""","""Egypt""","""Homo sapiens""","""Influenza A virus""",32
"""FluNet""","""2009-2""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",28
"""FluNet""","""2009-2""","""Kenya""","""Homo sapiens""","""Influenza A virus""",22
"""FluNet""","""2009-2""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",21
"""FluNet""","""2009-2""","""Singapore""","""Homo sapiens""","""Influenza A virus""",19
"""FluNet""","""2009-2""","""Portugal""","""Homo sapiens""","""Influenza A virus""",19
"""FluNet""","""2009-2""","""Poland""","""Homo sapiens""","""Influenza A virus""",19
"""FluNet""","""2009-2""","""Turkey""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2009-2""","""Peru""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2009-2""","""Martinique""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2009-2""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2009-2""","""Panama""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-2""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-2""","""Spain""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-2""","""Australia""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-2""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-2""","""Fiji""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-2""","""Morocco""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-2""","""South Africa""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-2""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-2""","""Serbia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-2""","""India""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-2""","""Honduras""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-2""","""Chile""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-2""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-3""","""Canada""","""Homo sapiens""","""Influenza A virus""",2532
"""FluNet""","""2009-3""","""China""","""Homo sapiens""","""Influenza A virus""",925
"""FluNet""","""2009-3""","""Mexico""","""Homo sapiens""","""Influenza A virus""",310
"""FluNet""","""2009-3""","""Japan""","""Homo sapiens""","""Influenza A virus""",258
"""WAHIS""","""2009-3""","""Vasan Iyawa""","""Equidae""","""Influenza A virus""",246
"""FluNet""","""2009-3""","""Latvia""","""Homo sapiens""","""Influenza A virus""",134
"""FluNet""","""2009-3""","""Romania""","""Homo sapiens""","""Influenza A virus""",120
"""FluNet""","""2009-3""","""Sweden""","""Homo sapiens""","""Influenza A virus""",115
"""FluNet""","""2009-3""","""Philippines""","""Homo sapiens""","""Influenza A virus""",101
"""FluNet""","""2009-3""","""Greece""","""Homo sapiens""","""Influenza A virus""",99
"""FluNet""","""2009-3""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",92
"""FluNet""","""2009-3""","""Estonia""","""Homo sapiens""","""Influenza A virus""",72
"""WAHIS""","""2009-3""","""Modrān""","""Equidae""","""Influenza A virus""",68
"""FluNet""","""2009-3""","""Norway""","""Homo sapiens""","""Influenza A virus""",58
"""FluNet""","""2009-3""","""Belarus""","""Homo sapiens""","""Influenza A virus""",53
"""FluNet""","""2009-3""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",52
"""WAHIS""","""2009-3""","""Ungti Nadi""","""Equidae""","""Influenza A virus""",52
"""FluNet""","""2009-3""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",49
"""FluNet""","""2009-3""","""Singapore""","""Homo sapiens""","""Influenza A virus""",46
"""FluNet""","""2009-3""","""Mongolia""","""Homo sapiens""","""Influenza A virus""",40
"""FluNet""","""2009-3""","""Turkey""","""Homo sapiens""","""Influenza A virus""",25
"""WAHIS""","""2009-3""","""Tanaora Kalān""","""Equidae""","""Influenza A virus""",24
"""FluNet""","""2009-3""","""Kenya""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2009-3""","""Egypt""","""Homo sapiens""","""Influenza A virus""",22
"""FluNet""","""2009-3""","""Croatia""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2009-3""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",18
"""WAHIS""","""2009-3""","""Dhīma""","""Equidae""","""Influenza A virus""",16
"""FluNet""","""2009-3""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2009-3""","""Israel""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2009-3""","""France""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2009-3""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2009-3""","""Italy""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-3""","""Germany""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-3""","""Finland""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2009-3""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2009-3""","""Denmark""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2009-3""","""Thailand""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2009-3""","""South Africa""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2009-3""","""Australia""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2009-3""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2009-3""","""Poland""","""Homo sapiens""","""Influenza A virus""",8
"""WAHIS""","""2009-3""","""Nimora""","""Equidae""","""Influenza A virus""",8
"""FluNet""","""2009-3""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-3""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-3""","""Peru""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-3""","""Brazil""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-3""","""Belgium""","""Homo sapiens""","""Influenza A virus""",4
"""WAHIS""","""2009-3""","""Sora""","""Equidae""","""Influenza A virus""",4
"""FluNet""","""2009-3""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-3""","""Guadeloupe""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-3""","""Cuba""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-3""","""Honduras""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-3""","""Chile""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-3""","""Ghana""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-3""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-3""","""Uruguay""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-3""","""India""","""Homo sapiens""","""Influenza A virus""",1
"""WAHIS""","""2009-4""","""Clearwater County""","""Sus scrofa""","""Influenza A virus""",2700
"""FluNet""","""2009-4""","""Mexico""","""Homo sapiens""","""Influenza A virus""",1708
"""FluNet""","""2009-4""","""Canada""","""Homo sapiens""","""Influenza A virus""",860
"""FluNet""","""2009-4""","""China""","""Homo sapiens""","""Influenza A virus""",244
"""FluNet""","""2009-4""","""Singapore""","""Homo sapiens""","""Influenza A virus""",222
"""FluNet""","""2009-4""","""Japan""","""Homo sapiens""","""Influenza A virus""",151
"""FluNet""","""2009-4""","""Philippines""","""Homo sapiens""","""Influenza A virus""",73
"""FluNet""","""2009-4""","""Colombia""","""Homo sapiens""","""Influenza A virus""",66
"""FluNet""","""2009-4""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",36
"""FluNet""","""2009-4""","""Kenya""","""Homo sapiens""","""Influenza A virus""",31
"""FluNet""","""2009-4""","""South Africa""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2009-4""","""Egypt""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2009-4""","""Australia""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2009-4""","""Honduras""","""Homo sapiens""","""Influenza A virus""",21
"""FluNet""","""2009-4""","""Latvia""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2009-4""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2009-4""","""Ghana""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2009-4""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-4""","""Brazil""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2009-4""","""Norway""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2009-4""","""France""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2009-4""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2009-4""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2009-4""","""Greece""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2009-4""","""Sweden""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2009-4""","""Germany""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2009-4""","""Argentina""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2009-4""","""Thailand""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-4""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-4""","""Denmark""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-4""","""Spain""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-4""","""Peru""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-4""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-4""","""Italy""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-4""","""Czechia""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-4""","""Cuba""","""Homo sapiens""","""Influenza A virus""",4
"""WAHIS""","""2009-4""","""Purísima de Cubos (La Purísima)""","""Sus scrofa""","""Influenza A virus""",4
"""FluNet""","""2009-4""","""New Zealand""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-4""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-4""","""Fiji""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-4""","""Oman""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-4""","""Uruguay""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Paraguay""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Chile""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Romania""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Poland""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Georgia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Estonia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Turkey""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-4""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-4""","""Serbia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-4""","""Ireland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-4""","""Kyrgyzstan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-4""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-4""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-4""","""Israel""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-5""","""Mexico""","""Homo sapiens""","""Influenza A virus""",2229
"""FluNet""","""2009-5""","""Canada""","""Homo sapiens""","""Influenza A virus""",1429
"""FluNet""","""2009-5""","""Japan""","""Homo sapiens""","""Influenza A virus""",622
"""WAHIS""","""2009-5""","""Jakholi""","""Equidae""","""Influenza A virus""",456
"""FluNet""","""2009-5""","""Singapore""","""Homo sapiens""","""Influenza A virus""",421
"""FluNet""","""2009-5""","""China""","""Homo sapiens""","""Influenza A virus""",226
"""FluNet""","""2009-5""","""South Africa""","""Homo sapiens""","""Influenza A virus""",210
"""FluNet""","""2009-5""","""Egypt""","""Homo sapiens""","""Influenza A virus""",196
"""FluNet""","""2009-5""","""Philippines""","""Homo sapiens""","""Influenza A virus""",155
"""FluNet""","""2009-5""","""Brazil""","""Homo sapiens""","""Influenza A virus""",136
"""FluNet""","""2009-5""","""Honduras""","""Homo sapiens""","""Influenza A virus""",135
"""WAHIS""","""2009-5""","""Bihuri""","""Equidae""","""Influenza A virus""",96
"""FluNet""","""2009-5""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",91
"""FluNet""","""2009-5""","""Thailand""","""Homo sapiens""","""Influenza A virus""",89
"""WAHIS""","""2009-5""","""Katlang Chenmo""","""Equidae""","""Influenza A virus""",80
"""FluNet""","""2009-5""","""Cuba""","""Homo sapiens""","""Influenza A virus""",64
"""FluNet""","""2009-5""","""Peru""","""Homo sapiens""","""Influenza A virus""",52
"""FluNet""","""2009-5""","""Ghana""","""Homo sapiens""","""Influenza A virus""",49
"""FluNet""","""2009-5""","""Australia""","""Homo sapiens""","""Influenza A virus""",44
"""FluNet""","""2009-5""","""Argentina""","""Homo sapiens""","""Influenza A virus""",43
"""FluNet""","""2009-5""","""Paraguay""","""Homo sapiens""","""Influenza A virus""",41
"""FluNet""","""2009-5""","""Kenya""","""Homo sapiens""","""Influenza A virus""",35
"""FluNet""","""2009-5""","""Colombia""","""Homo sapiens""","""Influenza A virus""",33
"""FluNet""","""2009-5""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",29
"""WAHIS""","""2009-5""","""Khwājgīpur""","""Equidae""","""Influenza A virus""",24
"""FluNet""","""2009-5""","""Norway""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2009-5""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2009-5""","""New Zealand""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2009-5""","""Chile""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-5""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2009-5""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2009-5""","""France""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2009-5""","""Sweden""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2009-5""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2009-5""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2009-5""","""Germany""","""Homo sapiens""","""Influenza A virus""",8
"""WAHIS""","""2009-5""","""Pindar River""","""Equidae""","""Influenza A virus""",8
"""FluNet""","""2009-5""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2009-5""","""Ireland""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2009-5""","""Romania""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-5""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-5""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-5""","""Luxembourg""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2009-5""","""Poland""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-5""","""Fiji""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-5""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2009-5""","""Senegal""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-5""","""Israel""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-5""","""Denmark""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-5""","""Italy""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2009-5""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-5""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-5""","""Latvia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-5""","""Czechia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2009-5""","""Spain""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-5""","""Hungary""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-5""","""Niger""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2009-5""","""Estonia""","""Homo sapiens""","""Influenza A virus""",1
